type;source_sentence;target_sentence;generated_text;score
1;Cieśla często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.;Osoba ciesielska często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.;Osoba ciesielska często sama powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.;1
0;Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.;Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.;Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.;1
1;Mówi, że filolożka spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.;Mówi, że osoba filologiczna spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.;Mówi, że osoba filologiczna spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.;1
0;Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.;Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.;Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.;1
0;Skamieniała mrówka sprzed 40 milionów lat.;Skamieniała mrówka sprzed 40 milionów lat.;Skamieniała mrówka sprzed 40 milionów lat.;1
0;Ludność różnych ras z Ameryki liczyła 1,1%.;Ludność różnych ras z Ameryki liczyła 1,1%.;Ludność różnych ras z Ameryki liczyła 1,1%.;1
0;W 1901 w mieście uruchomiono komunikację tramwajową.;W 1901 w mieście uruchomiono komunikację tramwajową.;W 1901 w mieście uruchomiono komunikację tramwajową.;1
0;Po ścięciu łatwo je wygiąć.;Po ścięciu łatwo je wygiąć.;Po ścięciu łatwo je wygiąć.;1
0;Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.;Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.;Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.;1
1;Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.;Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję osób kardynalskich, wyznaczającą osobą zwierzchniczą Kościoła katolickiego osobę duchowną z kraju komunistycznego.;Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.;0
1;Wiceprezydentem została żona posła - pielęgniarka.;Osobą wiceprezydencką została żona osoby poselskiej - osoba pielęgniarska.;Osoba wiceprezydencka została żona osoby poselskiej - osoba pielęgniarska.;1
1;Ekipa realizatorów czwartej części „Idola” gościła także na Podkarpaciu.;Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.;Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.;1
0;Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.;Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.;Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.;1
0;Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.;Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.;Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.;1
1;Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy podatnika.;Ponieważ podatek za rok 2007 nie występuje, pobrane przez osoby płatnicze w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatnicze.;Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatniczej.;1
1;Będzie z niego dobry trener?;Będzie z niego dobra osoba trenerska?;Będzie z niego dobry osoba trenerska?;1
0;Spojrzeliśmy po sobie.;Spojrzeliśmy po sobie.;Spojrzeliśmy po sobie.;1
0;Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.;Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.;Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.;1
1;- Gdyby pozwolił, nie bawiłabym się w fałszerza.;- Gdyby pozwolił, nie bawiłabym się w osobę fałszerską.;- Gdyby pozwolił, nie bawiłabym się w fałszerza.;0
0;Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.;Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.;Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.;1
1;Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy ratownicy wydobyli go ze śniegu.;Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy osoby ratownicze wydobyły go ze śniegu.;Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy osoby ratownicze wydobyły go ze śniegu.;1
1;Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili policjanci z Poznania.;Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbiły osoby policjanckie z Poznania.;Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili osoby policjanckie z Poznania.;1
1;Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związanego z SLD dyrektora Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.;Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osobę dyrektorską Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.;Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osoby dyrektorskiej Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.;1
1;- Uwaga - uwaga - to łączniczka.;- Uwaga - uwaga - to osoba łącznicza.;- Uwaga - uwaga - to łączniczka.;0
1;- Żołnierz, dobry żołnierz lubi walczyć tam, gdzie zwycięża.;- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie zwycięża.;- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie osoba zwycięża.;1
0;Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.;Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.;Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.;1
1;Logopedka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.;Osoba logopedzka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.;Osoba logopedzka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.;1
0;— Co chłopakom po łóżku, Anulka?;— Co chłopakom po łóżku, Anulka?;— Co chłopakom po łóżku, Anulka?;1
0;W październiku została już tylko – pani, sama jedna.;W październiku została już tylko – pani, sama jedna.;W październiku została już tylko – pani, sama jedna.;1
1;Astrobiolog Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.;Osoba astrobiologiczna Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.;Osoba astrobiologiczna Bruce Runnegar wraz z osobami kolegowymi z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.;1
1;3. Harcerz jest pożyteczny i niesie pomoc bliźnim.;3. osoba harcerska jest pożyteczny i niesie pomoc bliźnim.;3. Osoba harcerska jest pożyteczna i niesie pomoc bliźnim.;1
1;- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i rolnicy wykonuje prace własnym sprzętem.;- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osoba rolnicza wykonuje prace własnym sprzętem.;- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osób rolniczych wykonuje prace własnym sprzętem.;1
0;Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.;Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.;Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.;1
0;Katedra Kanterberyjska.;Katedra Kanterberyjska.;Katedra Kanterberyjska.;1
0;Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.;Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.;Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.;1
0;Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.;Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.;Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.;1
0;I trzasnął drzwiami.;I trzasnął drzwiami.;I trzasnął drzwiami.;1
0;Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.;Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.;Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.;1
0;Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.;Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.;Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.;1
1;Ta artystka jest najbardziej wziętą organizatorką przyjęć w Trójmieście.;Ta osoba artystyczna jest najbardziej wziętą organizatorką przyjęć w Trójmieście.;Ta osoba artystyczna jest najbardziej wziętą osobą organizatorską przyjęć w Trójmieście.;1
1;Później strzałami w powietrze sterroryzował kasjerkę i zmusił ją do wydania pieniędzy.;Później strzałami w powietrze sterroryzował osobę kasjerską i zmusił ją do wydania pieniędzy.;Później strzałami w powietrze sterroryzował osobę kasjerską i zmusił ją do wydania pieniędzy.;1
0;Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.;Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.;Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.;1
1;Radość piłkarzy Kluczevii po wywalczeniu awansu do czwartej ligi.;Radość osób piłkarskich Kluczevii po wywalczeniu awansu do czwartej ligi.;Radość osób piłkarskich Kluczevii po wywalczeniu awansu do czwartej ligi.;1
1;Nie ma takiego leku ani terapii - mówi psychoterapeuta Lin Jing Hua.;Nie ma takiego leku ani terapii - mówi osoba psychoterapeucka Lin Jing Hua.;Nie ma takiego leku ani terapii - mówi osoba psychoterapeucka Lin Jing Hua.;1
0;Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.;Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.;Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.;1
0;Najstarszy istniejący dworzec kolejowy świata.;Najstarszy istniejący dworzec kolejowy świata.;Najstarszy istniejący dworzec kolejowy świata.;1
0;Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.;Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.;Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.;1
0;Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.;Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.;Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.;1
1;On sam znajduje sobie partnerki.;On sam znajduje sobie osoby partnerskie.;On sam znajduje sobie osoby partnerskie.;1
0;Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.;Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.;Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.;1
0;Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.;Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.;Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.;1
0;Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.;Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.;Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.;1
1;Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.;Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzyła ze swego podwórka nieszczęśliwa osoba krawiecka, Abraham Gold.;Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.;0
1;Szofer! - usłyszał w odpowiedzi.;Osobo szoferska! - usłyszał w odpowiedzi.;Osoba szoferska! - usłyszała w odpowiedzi.;1
1;Artystka zażądała czarnej kotary i profesjonalnego oświetlenia.;Osoba artystyczna zażądała czarnej kotary i profesjonalnego oświetlenia.;Osoba artystyczna zażądała czarnej kotary i profesjonalnego oświetlenia.;1
1;"Na przykład ""Zyta Gilowska jest agentką"".";"Na przykład ""Zyta Gilowska jest osobą agencką”.";"Na przykład ""Zyta Gilowska jest osobą agentską"".";1
1;Kto by nie chciał mieć wszystkiego w tubce, jak kosmonautka?;Kto by nie chciał mieć wszystkiego w tubce, jak osoba kosmonaucka?;Kto by nie chciał mieć wszystkiego w tubce, jak osoba kosmonaucka?;1
0;Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.;Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.;Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.;1
0;Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.;Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.;Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.;1
0;W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.;W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.;W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.;1
0;Niebieska tkanina w spódnicy góralskiej.;Niebieska tkanina w spódnicy góralskiej.;Niebieska tkanina w spódnicy góralskiej.;1
0;Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.;Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.;Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.;1
1;Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od pielęgniarek, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.;Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od osób pielęgniarskich, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.;Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od osób pielęgniarskich, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.;1
0;Zaraz potem usłyszałem jego chrapanie.;Zaraz potem usłyszałem jego chrapanie.;Zaraz potem usłyszałem jego chrapanie.;1
0;Rumenit – odmiana spotykana w Rumunii.;Rumenit – odmiana spotykana w Rumunii.;Rumenit – odmiana spotykana w Rumunii.;1
1;Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).;Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).;Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla osób solistycznych z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).;1
0;W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.;W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.;W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.;1
1;Każdy sędzia będzie miał pod pulpitem dwa guziki.;Każda osoba sędziowska będzie miała pod pulpitem dwa guziki.;Każda osoba sędziowska będzie miała pod pulpitem dwa guziki.;1
1;Zapytana w czwartkowym wywiadzie o artystów, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda piosenkarka wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.;Zapytana w czwartkowym wywiadzie o osoby artystyczne, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.;Zapytana w czwartkowym wywiadzie o osobach artystycznych, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.;1
0;Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.;Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.;Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.;1
0;Usnęliśmy też zaraz.;Usnęliśmy też zaraz.;Usnęliśmy też zaraz.;1
0;— Słysz, ty — krzyknąłem mu w ucho.;— Słysz, ty — krzyknąłem mu w ucho.;— Słysz, ty — krzyknąłem mu w ucho.;1
1;Detektyw pracował dla aresztowanego ze Śląska, Henryka M. (51 l.).;Osoba detektywistyczna pracowała dla aresztowanego ze Śląska, Henryka M. (51 l.).;Osoba detektywistyczna pracowała dla aresztowanego ze Śląska, Henryka M. (51 l.).;1
0;Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.;Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.;Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.;1
0;Nazywa się Feliks Mostowiak, herbu gnat!;Nazywa się Feliks Mostowiak, herbu gnat!;Nazywa się Feliks Mostowiak, herbu gnat!;1
0;Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.;Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.;Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.;1
1;Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska etnografka Pearl Binder.;Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba zajmująca się etnografią Pearl Binder.;Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba etnografska Pearl Binder.;1
1;Dyrektor firmy Palm przeprowadził pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.;Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.;Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.;1
0;To nie może być!;To nie może być!;To nie może być!;1
0;Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).;Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).;Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).;1
1;Pomysł upadł, bo koalicja trzymała z prezydentem, a ten stał murem za Eskadrą.;Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ten stał murem za Eskadrą.;Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ta stała murem za Eskadrą.;1
1;To sędzia może na kundelka nałożyć zakaz szczekania.;To osoba sędziowska może na kundelka nałożyć zakaz szczekania.;To osoba sędziowska może na kundelkę nałożyć zakaz szczekania.;1
0;Idea opierzonych dinozaurów nie obyła się bez kontrowersji.;Idea opierzonych dinozaurów nie obyła się bez kontrowersji.;Idea opierzonych dinozaurów nie obyła się bez kontrowersji.;1
0;"Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.";"Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.";"Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.";1
1;Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie producentów.;Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silne ekonomicznie osoby producenckie.;Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie osób producentskich.;1
1;"""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.";"""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie osoby prackiej.";"""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.";0
1;Ogółem ponad dwa tysiące żołnierzy Pierwszej Armii było już na warszawskim brzegu.;Ogółem ponad dwa tysiące osób żołnierskich Pierwszej Armii było już na warszawskim brzegu.;Ogółem ponad dwa tysiące osób żołnierskich Pierwszej Armii było już na warszawskim brzegu.;1
1;Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż policjant, który strzelał wraz ze mną - wyznał minister Wiesław Walendziak, nowy szef kancelarii premiera Jerzego Buzka.;Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż osoba policjancka, która strzelała wraz ze mną - wyznała osoba ministerska Wiesław Walendziak, nowa osoba szefowska kancelarii osoby premierskiej Jerzego Buzka.;Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż osoba policjancka, która strzelała wraz ze mną - wyznała osoba ministerska Wiesław Walendziak, nowa osoba szefowska kancelarii osoby premierskiej Jerzego Buzka.;1
1;Pewnie to jakiś maruder albo konfederat.;Pewnie to jakaś osoba maruderska albo konfederacka.;Pewnie to jakiś maruder albo osoba konfederacka.;1
